"Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2"
0.98546,0,0.16992,2.4382e-05,4.8771e-07,-0.002795
0.99049,0,0.13758,2.4063e-05,-4.8132e-07,-0.002793
0.98903,0,0.14773,2.4063e-05,4.8132e-07,-0.002793
0.98869,0,0.15,2.3802e-05,-4.7611e-07,-0.002791
0.99162,0,0.12918,2.3885e-05,4.7778e-07,-0.0027916
0.98869,0,0.15,2.3802e-05,4.7611e-07,-0.002791
0.99162,0,0.12918,2.3885e-05,-4.7778e-07,-0.0027916
0.98469,0,0.17431,2.3459e-05,-4.6925e-07,-0.002789
0.98516,0,0.17165,2.3459e-05,4.6925e-07,-0.002789
0.98757,0,0.15717,2.31e-05,-4.6206e-07,-0.002787
0.98594,0,0.16708,2.31e-05,4.6206e-07,-0.002787
0.98642,0,0.16426,2.28e-05,-4.5605e-07,-0.002785
0.98854,0,0.15096,2.2847e-05,4.57e-07,-0.0027853
0.98642,0,0.16426,2.28e-05,4.5605e-07,-0.002785
0.98854,0,0.15096,2.2847e-05,-4.57e-07,-0.0027853
0.98349,0,0.18097,2.2447e-05,-4.4899e-07,-0.002783
0.98414,0,0.17741,2.2447e-05,4.4899e-07,-0.002783
0.98508,0,0.17209,2.2071e-05,-4.4148e-07,-0.002781
0.98397,0,0.17831,2.2071e-05,4.4148e-07,-0.002781
0.98368,0,0.17992,2.1731e-05,-4.3468e-07,-0.002779
0.98552,0,0.16957,2.1809e-05,4.3623e-07,-0.0027794
0.98368,0,0.17992,2.1731e-05,4.3468e-07,-0.002779
0.98552,0,0.16957,2.1809e-05,-4.3623e-07,-0.0027794
0.98225,0,0.18757,2.1351e-05,-4.2709e-07,-0.002777
0.98235,0,0.18706,2.1351e-05,4.2709e-07,-0.002777
0.9825,0,0.18624,2.0969e-05,-4.1943e-07,-0.002775
0.98233,0,0.18716,2.0969e-05,4.1943e-07,-0.002775
0.98138,0,0.19209,2.059e-05,-4.1186e-07,-0.002773
0.98258,0,0.18582,2.077e-05,4.1546e-07,-0.002774
0.98138,0,0.19209,2.059e-05,4.1186e-07,-0.002773
0.98258,0,0.18582,2.077e-05,-4.1546e-07,-0.002774
0.98091,0,0.19444,2.0187e-05,-4.0379e-07,-0.002771
0.98057,0,0.19615,2.0187e-05,4.0379e-07,-0.002771
0.97832,0,0.20709,1.9794e-05,-3.9593e-07,-0.002769
0.97981,0,0.19992,1.9794e-05,3.9593e-07,-0.002769
0.97962,0,0.20086,1.9382e-05,-3.8768e-07,-0.002767
0.97833,0,0.20705,1.9732e-05,3.9468e-07,-0.0027687
0.97962,0,0.20086,1.9382e-05,3.8768e-07,-0.002767
0.97833,0,0.20705,1.9732e-05,-3.9468e-07,-0.0027687
0.97903,0,0.2037,1.8969e-05,-3.7944e-07,-0.002765
0.97922,0,0.20279,1.8969e-05,3.7944e-07,-0.002765
0.978,0,0.20859,1.8545e-05,-3.7095e-07,-0.002763
0.97826,0,0.20738,1.8693e-05,3.7391e-07,-0.0027637
0.978,0,0.20859,1.8545e-05,3.7095e-07,-0.002763
0.97826,0,0.20738,1.8693e-05,-3.7391e-07,-0.0027637
0.97846,0,0.20644,1.8122e-05,-3.6249e-07,-0.002761
0.9784,0,0.20673,1.8122e-05,3.6249e-07,-0.002761
0.97475,0,0.22328,1.7701e-05,-3.5406e-07,-0.002759
0.97667,0,0.21472,1.7701e-05,3.5406e-07,-0.002759
0.97778,0,0.20965,1.7262e-05,-3.4528e-07,-0.002757
0.97503,0,0.22209,1.7654e-05,3.5314e-07,-0.0027588
0.97778,0,0.20965,1.7262e-05,3.4528e-07,-0.002757
0.97503,0,0.22209,1.7654e-05,-3.5314e-07,-0.0027588
0.97685,0,0.21392,1.6839e-05,-3.3682e-07,-0.002755
0.97761,0,0.21044,1.6839e-05,3.3682e-07,-0.002755
0.97704,0,0.21305,1.6394e-05,-3.2793e-07,-0.002753
0.97617,0,0.21699,1.6616e-05,3.3237e-07,-0.002754
0.97704,0,0.21305,1.6394e-05,3.2793e-07,-0.002753
0.97617,0,0.21699,1.6616e-05,-3.3237e-07,-0.002754
0.97769,0,0.21006,1.5966e-05,-3.1936e-07,-0.002751
0.97775,0,0.20979,1.5966e-05,3.1936e-07,-0.002751
0.97575,0,0.2189,1.5532e-05,-3.1068e-07,-0.002749
0.97587,0,0.21835,1.5577e-05,3.1159e-07,-0.0027492
0.97575,0,0.2189,1.5532e-05,3.1068e-07,-0.002749
0.97587,0,0.21835,1.5577e-05,-3.1159e-07,-0.0027492
0.97854,0,0.20605,1.5099e-05,-3.0203e-07,-0.002747
0.97797,0,0.20874,1.5099e-05,3.0203e-07,-0.002747
0.97727,0,0.212,1.4684e-05,-2.9372e-07,-0.002745
0.9782,0,0.20768,1.4684e-05,2.9372e-07,-0.002745
0.97858,0,0.20588,1.4252e-05,-2.8509e-07,-0.002743
0.9772,0,0.21233,1.4539e-05,2.9082e-07,-0.0027443
0.97858,0,0.20588,1.4252e-05,2.8509e-07,-0.002743
0.9772,0,0.21233,1.4539e-05,-2.9082e-07,-0.0027443
0.97992,0,0.19938,1.3837e-05,-2.7677e-07,-0.002741
0.97951,0,0.2014,1.3837e-05,2.7677e-07,-0.002741
0.97886,0,0.20455,1.343e-05,-2.6864e-07,-0.002739
0.97917,0,0.20305,1.3501e-05,2.7005e-07,-0.0027393
0.97886,0,0.20455,1.343e-05,2.6864e-07,-0.002739
0.97917,0,0.20305,1.3501e-05,-2.7005e-07,-0.0027393
0.98097,0,0.19415,1.3021e-05,-2.6046e-07,-0.002737
0.98035,0,0.19725,1.3021e-05,2.6046e-07,-0.002737
0.98177,0,0.19008,1.263e-05,-2.5264e-07,-0.002735
0.98167,0,0.19057,1.263e-05,2.5264e-07,-0.002735
0.98171,0,0.19041,1.2247e-05,-2.4497e-07,-0.002733
0.98212,0,0.18828,1.2462e-05,2.4927e-07,-0.0027341
0.98171,0,0.19041,1.2247e-05,2.4497e-07,-0.002733
0.98212,0,0.18828,1.2462e-05,-2.4927e-07,-0.0027341
0.9834,0,0.18144,1.1852e-05,-2.3707e-07,-0.002731
0.98224,0,0.18765,1.1852e-05,2.3707e-07,-0.002731
0.98392,0,0.17862,1.1496e-05,-2.2995e-07,-0.002729
0.98423,0,0.17692,1.1496e-05,2.2995e-07,-0.002729
0.98378,0,0.17937,1.1144e-05,-2.2291e-07,-0.002727
0.9844,0,0.17595,1.1423e-05,2.285e-07,-0.0027286
0.98378,0,0.17937,1.1144e-05,2.2291e-07,-0.002727
0.9844,0,0.17595,1.1423e-05,-2.285e-07,-0.0027286
0.98569,0,0.16857,1.0763e-05,-2.1529e-07,-0.002725
0.98405,0,0.17787,1.0763e-05,2.1529e-07,-0.002725
0.98748,0,0.15773,1.044e-05,-2.0883e-07,-0.002723
0.98736,0,0.15849,1.044e-05,2.0883e-07,-0.002723
0.98628,0,0.16506,1.0134e-05,-2.0271e-07,-0.002721
0.98815,0,0.15352,1.0385e-05,2.0773e-07,-0.0027226
0.98628,0,0.16506,1.0134e-05,2.0271e-07,-0.002721
0.98815,0,0.15352,1.0385e-05,-2.0773e-07,-0.0027226
0.9861,0,0.16617,9.7682e-06,-1.9539e-07,-0.002719
0.98491,0,0.17309,9.7682e-06,1.9539e-07,-0.002719
0.99095,0,0.13421,9.4456e-06,-1.8894e-07,-0.002717
0.98917,0,0.14674,9.4456e-06,1.8894e-07,-0.002717
0.99164,0,0.12906,9.2024e-06,-1.8407e-07,-0.002715
0.99267,0,0.12084,9.3465e-06,1.8696e-07,-0.0027162
0.99164,0,0.12906,9.2024e-06,1.8407e-07,-0.002715
0.99267,0,0.12084,9.3465e-06,-1.8696e-07,-0.0027162
0.98853,0,0.151,8.9236e-06,-1.785e-07,-0.002713
0.9895,0,0.14455,8.9236e-06,1.785e-07,-0.002713
0.99202,0,0.12611,8.6047e-06,-1.7212e-07,-0.002711
0.9899,0,0.1418,8.6047e-06,1.7212e-07,-0.002711
0.99775,0,0.06702,8.3826e-06,-1.6767e-07,-0.002709
0.99606,0,0.08873,8.3826e-06,1.6767e-07,-0.002709
0.9996,0,0.028141,8.2916e-06,-1.6585e-07,-0.002707
0.99898,0,0.045136,8.308e-06,1.6618e-07,-0.0027073
0.9996,0,0.028141,8.2916e-06,1.6585e-07,-0.002707
0.99898,0,0.045136,8.308e-06,-1.6618e-07,-0.0027073
0.99998,0,-0.0059569,8.269e-06,-1.654e-07,-0.002705
1,0,0.0026666,8.269e-06,1.654e-07,-0.002705
0.99851,0,-0.054635,8.2982e-06,-1.6598e-07,-0.002703
0.99851,0,-0.054635,8.2982e-06,1.6598e-07,-0.002703
0.99564,0,-0.093286,8.308e-06,-1.6618e-07,-0.0027029
0.99564,0,-0.093286,8.308e-06,1.6618e-07,-0.0027029
0.99308,0,-0.11743,8.4832e-06,1.6969e-07,-0.002701
0.98975,0,-0.14283,8.4832e-06,-1.6969e-07,-0.002701
0.98617,0,-0.16573,8.8242e-06,-1.7651e-07,-0.002699
0.98597,0,-0.16693,8.8242e-06,1.7651e-07,-0.002699
0.98493,0,-0.17296,9.1579e-06,-1.8318e-07,-0.002697
0.98493,0,-0.17296,9.1579e-06,1.8318e-07,-0.002697
0.98311,0,-0.183,9.3465e-06,-1.8696e-07,-0.002696
0.98311,0,-0.183,9.3465e-06,1.8696e-07,-0.002696
0.98007,0,-0.19863,9.5301e-06,1.9063e-07,-0.002695
0.97714,0,-0.21261,9.5301e-06,-1.9063e-07,-0.002695
0.96709,0,-0.25442,9.9953e-06,-1.9993e-07,-0.002693
0.96709,0,-0.25442,9.9953e-06,1.9993e-07,-0.002693
0.95642,0,-0.29199,1.0385e-05,-2.0773e-07,-0.0026917
0.95642,0,-0.29199,1.0385e-05,2.0773e-07,-0.0026917
0.95031,0,-0.31132,1.0599e-05,2.12e-07,-0.002691
0.94716,0,-0.32076,1.0599e-05,-2.12e-07,-0.002691
0.92904,0,-0.36999,1.1298e-05,-2.2599e-07,-0.002689
0.92904,0,-0.36999,1.1298e-05,2.2599e-07,-0.002689
0.90395,0,-0.42763,1.1423e-05,-2.285e-07,-0.0026887
0.90395,0,-0.42763,1.1423e-05,2.285e-07,-0.0026887
0.88824,0,-0.45938,1.2281e-05,2.4565e-07,-0.002687
0.88824,0,-0.45938,1.2281e-05,-2.4565e-07,-0.002687
0.86902,0,-0.49477,1.2462e-05,-2.4927e-07,-0.0026866
0.86902,0,-0.49477,1.2462e-05,2.4927e-07,-0.0026866
0.85835,0,-0.51306,1.3465e-05,2.6933e-07,-0.002685
0.85835,0,-0.51306,1.3465e-05,-2.6933e-07,-0.002685
0.84558,0,-0.53385,1.3501e-05,-2.7005e-07,-0.0026849
0.84558,0,-0.53385,1.3501e-05,2.7005e-07,-0.0026849
0.82988,0,-0.55795,1.4539e-05,-2.9082e-07,-0.0026834
0.82997,0,-0.55781,1.4539e-05,2.9082e-07,-0.0026834
0.82307,0,-0.56794,1.4804e-05,2.9611e-07,-0.002683
0.82307,0,-0.56794,1.4804e-05,-2.9611e-07,-0.002683
0.81138,0,-0.58452,1.5577e-05,-3.1159e-07,-0.0026819
0.81138,0,-0.58452,1.5577e-05,3.1159e-07,-0.0026819
0.80953,0,-0.58708,1.625e-05,3.2504e-07,-0.002681
0.80953,0,-0.58708,1.625e-05,-3.2504e-07,-0.002681
0.79686,0,-0.60417,1.6616e-05,-3.3237e-07,-0.0026805
0.79686,0,-0.60417,1.6616e-05,3.3237e-07,-0.0026805
0.79827,0,-0.60229,1.7654e-05,-3.5314e-07,-0.0026792
0.7895,0,-0.61374,1.7654e-05,3.5314e-07,-0.0026792
0.79647,0,-0.60468,1.7795e-05,3.5595e-07,-0.002679
0.79647,0,-0.60468,1.7795e-05,-3.5595e-07,-0.002679
0.78664,0,-0.61741,1.8693e-05,-3.7391e-07,-0.0026778
0.78664,0,-0.61741,1.8693e-05,3.7391e-07,-0.0026778
0.7925,0,-0.60987,1.9365e-05,3.8736e-07,-0.002677
0.7925,0,-0.60987,1.9365e-05,-3.8736e-07,-0.002677
0.78292,0,-0.62212,1.9732e-05,-3.9468e-07,-0.0026765
0.78292,0,-0.62212,1.9732e-05,3.9468e-07,-0.0026765
0.79043,0,-0.61256,2.077e-05,-4.1546e-07,-0.0026752
0.77929,0,-0.62666,2.077e-05,4.1546e-07,-0.0026752
0.79313,0,-0.60905,2.0973e-05,4.1951e-07,-0.002675
0.79313,0,-0.60905,2.0973e-05,-4.1951e-07,-0.002675
0.78637,0,-0.61776,2.1809e-05,-4.3623e-07,-0.0026739
0.78637,0,-0.61776,2.1809e-05,4.3623e-07,-0.0026739
0.79524,0,-0.60629,2.2544e-05,4.5094e-07,-0.002673
0.79524,0,-0.60629,2.2544e-05,-4.5094e-07,-0.002673
0.78967,0,-0.61354,2.2847e-05,-4.57e-07,-0.0026726
0.78967,0,-0.61354,2.2847e-05,4.57e-07,-0.0026726
0.79941,0,-0.60079,2.3885e-05,-4.7778e-07,-0.0026713
0.7881,0,-0.61555,2.3885e-05,4.7778e-07,-0.0026713
0.8039,0,-0.59477,2.4112e-05,4.823e-07,-0.002671
0.8039,0,-0.59477,2.4112e-05,-4.823e-07,-0.002671
0.80075,0,-0.59901,2.4924e-05,-4.9855e-07,-0.0026699
0.80075,0,-0.59901,2.4924e-05,4.9855e-07,-0.0026699
0.80976,0,-0.58676,2.5609e-05,5.1225e-07,-0.002669
0.80976,0,-0.58676,2.5609e-05,-5.1225e-07,-0.002669
0.80758,0,-0.58976,2.5962e-05,-5.1932e-07,-0.0026685
0.80758,0,-0.58976,2.5962e-05,5.1932e-07,-0.0026685
0.82053,0,-0.5716,2.7001e-05,-5.4009e-07,-0.0026671
0.81028,0,-0.58605,2.7001e-05,5.4009e-07,-0.0026671
0.82255,0,-0.56869,2.7081e-05,5.4169e-07,-0.002667
0.82255,0,-0.56869,2.7081e-05,-5.4169e-07,-0.002667
0.82287,0,-0.56824,2.804e-05,-5.6087e-07,-0.0026656
0.82287,0,-0.56824,2.804e-05,5.6087e-07,-0.0026656
0.83091,0,-0.5564,2.8477e-05,5.6962e-07,-0.002665
0.83091,0,-0.5564,2.8477e-05,-5.6962e-07,-0.002665
0.83244,0,-0.55411,2.9078e-05,-5.8164e-07,-0.0026641
0.83244,0,-0.55411,2.9078e-05,5.8164e-07,-0.0026641
0.83944,0,-0.54345,2.9808e-05,5.9624e-07,-0.002663
0.83944,0,-0.54345,2.9808e-05,-5.9624e-07,-0.002663
0.84248,0,-0.53873,3.0117e-05,-6.0241e-07,-0.0026625
0.84248,0,-0.53873,3.0117e-05,6.0241e-07,-0.0026625
0.84859,0,-0.52905,3.1093e-05,6.2193e-07,-0.002661
0.84859,0,-0.52905,3.1093e-05,-6.2193e-07,-0.002661
0.85404,0,-0.52021,3.1155e-05,-6.2318e-07,-0.0026609
0.85404,0,-0.52021,3.1155e-05,6.2318e-07,-0.0026609
0.85543,0,-0.51792,3.2194e-05,6.4396e-07,-0.0026592
0.85941,0,-0.51129,3.2194e-05,-6.4396e-07,-0.0026592
0.99069,0,0.13611,3.1966e-05,-6.3941e-07,-0.0025409
0.99227,0,0.12413,3.2194e-05,6.4396e-07,-0.0025428
0.98843,0,0.15168,3.1966e-05,6.3941e-07,-0.0025409
0.99227,0,0.12413,3.2194e-05,-6.4396e-07,-0.0025428
0.9899,0,0.14176,3.1627e-05,6.3263e-07,-0.0025389
0.98799,0,0.15449,3.1627e-05,-6.3263e-07,-0.0025389
0.99629,0,0.086085,3.1367e-05,6.2742e-07,-0.0025369
0.9942,0,0.10758,3.1367e-05,-6.2742e-07,-0.0025369
0.99761,0,0.069042,3.1238e-05,6.2483e-07,-0.0025349
0.99761,0,0.069042,3.1238e-05,-6.2483e-07,-0.0025349
0.99406,0,0.10886,3.1087e-05,-6.2183e-07,-0.0025329
0.99718,0,0.075068,3.1155e-05,6.2318e-07,-0.0025338
0.99406,0,0.10886,3.1087e-05,6.2183e-07,-0.0025329
0.99718,0,0.075068,3.1155e-05,-6.2318e-07,-0.0025338
0.98786,0,0.15535,3.0803e-05,-6.1613e-07,-0.0025309
0.98896,0,0.14818,3.0803e-05,6.1613e-07,-0.0025309
0.99261,0,0.12136,3.0473e-05,-6.0954e-07,-0.0025289
0.98987,0,0.14198,3.0473e-05,6.0954e-07,-0.0025289
0.99797,0,0.063617,3.0271e-05,-6.0549e-07,-0.0025269
0.99662,0,0.082177,3.0271e-05,6.0549e-07,-0.0025269
0.99845,0,0.055617,3.018e-05,-6.0369e-07,-0.0025249
0.99873,0,0.05033,3.018e-05,6.0369e-07,-0.0025249
0.99519,0,0.097945,3.0056e-05,-6.012e-07,-0.0025229
0.99806,0,0.062228,3.0117e-05,6.0241e-07,-0.0025239
0.99519,0,0.097945,3.0056e-05,6.012e-07,-0.0025229
0.99806,0,0.062228,3.0117e-05,-6.0241e-07,-0.0025239
0.9881,0,0.15379,2.9789e-05,-5.9586e-07,-0.0025209
0.98972,0,0.14301,2.9789e-05,5.9586e-07,-0.0025209
0.99186,0,0.12733,2.9455e-05,-5.8919e-07,-0.0025189
0.98929,0,0.14597,2.9455e-05,5.8919e-07,-0.0025189
0.99782,0,0.065988,2.9237e-05,-5.8481e-07,-0.0025169
0.99618,0,0.087345,2.9237e-05,5.8481e-07,-0.0025169
0.99903,0,0.044023,2.9147e-05,-5.8302e-07,-0.0025149
0.99902,0,0.044317,2.9147e-05,5.8302e-07,-0.0025149
0.99703,0,0.077065,2.9059e-05,-5.8125e-07,-0.0025129
0.999,0,0.044698,2.9078e-05,5.8164e-07,-0.0025133
0.99703,0,0.077065,2.9059e-05,5.8125e-07,-0.0025129
0.999,0,0.044698,2.9078e-05,-5.8164e-07,-0.0025133
0.98893,0,0.1484,2.8841e-05,-5.7689e-07,-0.0025109
0.99172,0,0.12842,2.8841e-05,5.7689e-07,-0.0025109
0.9892,0,0.14657,2.8499e-05,-5.7006e-07,-0.0025089
0.98753,0,0.15745,2.8499e-05,5.7006e-07,-0.0025089
0.99638,0,0.084985,2.8225e-05,-5.6458e-07,-0.0025069
0.99389,0,0.11037,2.8225e-05,5.6458e-07,-0.0025069
0.99881,0,0.048688,2.8106e-05,-5.6219e-07,-0.0025049
0.99853,0,0.054123,2.8106e-05,5.6219e-07,-0.0025049
0.99724,0,0.074266,2.8019e-05,-5.6045e-07,-0.0025029
0.99904,0,0.043799,2.804e-05,5.6087e-07,-0.0025034
0.99724,0,0.074266,2.8019e-05,5.6045e-07,-0.0025029
0.99904,0,0.043799,2.804e-05,-5.6087e-07,-0.0025034
0.98904,0,0.14764,2.781e-05,-5.5626e-07,-0.0025009
0.99204,0,0.1259,2.781e-05,5.5626e-07,-0.0025009
0.98878,0,0.14939,2.7466e-05,-5.4939e-07,-0.0024989
0.98722,0,0.15935,2.7466e-05,5.4939e-07,-0.0024989
0.99583,0,0.091211,2.7184e-05,-5.4376e-07,-0.0024969
0.99332,0,0.11535,2.7184e-05,5.4376e-07,-0.0024969
0.9974,0,0.072005,2.705e-05,-5.4107e-07,-0.0024949
0.99758,0,0.069516,2.705e-05,5.4107e-07,-0.0024949
0.99385,0,0.11072,2.6901e-05,-5.3809e-07,-0.0024929
0.99723,0,0.074421,2.7001e-05,5.4009e-07,-0.0024943
0.99385,0,0.11072,2.6901e-05,5.3809e-07,-0.0024929
0.99723,0,0.074421,2.7001e-05,-5.4009e-07,-0.0024943
0.98707,0,0.16028,2.6604e-05,-5.3215e-07,-0.0024909
0.98813,0,0.15361,2.6604e-05,5.3215e-07,-0.0024909
0.99204,0,0.12591,2.6265e-05,-5.2537e-07,-0.0024889
0.98922,0,0.14646,2.6265e-05,5.2537e-07,-0.0024889
0.99543,0,0.095499,2.6052e-05,-5.2111e-07,-0.0024869
0.99495,0,0.10041,2.6052e-05,5.2111e-07,-0.0024869
0.99245,0,0.12263,2.5869e-05,-5.1746e-07,-0.0024849
0.99585,0,0.091062,2.5962e-05,5.1932e-07,-0.0024859
0.99245,0,0.12263,2.5869e-05,5.1746e-07,-0.0024849
0.99585,0,0.091062,2.5962e-05,-5.1932e-07,-0.0024859
0.98637,0,0.16455,2.5558e-05,-5.1124e-07,-0.0024829
0.98727,0,0.15908,2.5558e-05,5.1124e-07,-0.0024829
0.99095,0,0.13426,2.5213e-05,-5.0434e-07,-0.0024809
0.98836,0,0.15216,2.5213e-05,5.0434e-07,-0.0024809
0.99231,0,0.12375,2.4979e-05,-4.9965e-07,-0.0024789
0.99277,0,0.12004,2.4979e-05,4.9965e-07,-0.0024789
0.98854,0,0.15096,2.4726e-05,-4.9459e-07,-0.0024769
0.99201,0,0.12615,2.4924e-05,4.9855e-07,-0.0024785
0.98854,0,0.15096,2.4726e-05,4.9459e-07,-0.0024769
0.99201,0,0.12615,2.4924e-05,-4.9855e-07,-0.0024785
0.98646,0,0.16401,2.4367e-05,-4.874e-07,-0.0024749
0.98536,0,0.17051,2.4367e-05,4.874e-07,-0.0024749
0.99008,0,0.14051,2.4048e-05,-4.8102e-07,-0.0024729
0.98883,0,0.14902,2.4048e-05,4.8102e-07,-0.0024729
0.9881,0,0.15383,2.3779e-05,-4.7565e-07,-0.0024709
0.99109,0,0.13323,2.3885e-05,4.7778e-07,-0.0024717
0.9881,0,0.15383,2.3779e-05,4.7565e-07,-0.0024709
0.99109,0,0.13323,2.3885e-05,-4.7778e-07,-0.0024717
0.98459,0,0.17485,2.3428e-05,-4.6862e-07,-0.0024689
0.98475,0,0.174,2.3428e-05,4.6862e-07,-0.0024689
0.98727,0,0.15904,2.3071e-05,-4.6148e-07,-0.0024669
0.98589,0,0.16738,2.3071e-05,4.6148e-07,-0.0024669
0.98589,0,0.16738,2.2763e-05,-4.5532e-07,-0.0024649
0.98818,0,0.1533,2.2847e-05,4.57e-07,-0.0024654
0.98589,0,0.16738,2.2763e-05,4.5532e-07,-0.0024649
0.98818,0,0.1533,2.2847e-05,-4.57e-07,-0.0024654
0.98349,0,0.18098,2.24e-05,-4.4805e-07,-0.0024629
0.98368,0,0.1799,2.24e-05,4.4805e-07,-0.0024629
0.98502,0,0.17242,2.2027e-05,-4.4061e-07,-0.0024609
0.98417,0,0.17724,2.2027e-05,4.4061e-07,-0.0024609
0.98364,0,0.18017,2.1685e-05,-4.3375e-07,-0.0024589
0.98553,0,0.16952,2.1809e-05,4.3623e-07,-0.0024596
0.98364,0,0.18017,2.1685e-05,4.3375e-07,-0.0024589
0.98553,0,0.16952,2.1809e-05,-4.3623e-07,-0.0024596
0.98261,0,0.18569,2.13e-05,-4.2606e-07,-0.0024569
0.98231,0,0.18728,2.13e-05,4.2606e-07,-0.0024569
0.98287,0,0.1843,2.0925e-05,-4.1856e-07,-0.0024549
0.98289,0,0.18419,2.0925e-05,4.1856e-07,-0.0024549
0.982,0,0.18887,2.0553e-05,-4.1112e-07,-0.0024529
0.98308,0,0.18317,2.077e-05,4.1546e-07,-0.0024541
0.982,0,0.18887,2.0553e-05,4.1112e-07,-0.0024529
0.98308,0,0.18317,2.077e-05,-4.1546e-07,-0.0024541
0.98195,0,0.18913,2.0154e-05,-4.0313e-07,-0.0024509
0.9813,0,0.19246,2.0154e-05,4.0313e-07,-0.0024509
0.97979,0,0.20003,1.9776e-05,-3.9557e-07,-0.0024489
0.98121,0,0.19292,1.9776e-05,3.9557e-07,-0.0024489
0.98092,0,0.1944,1.9381e-05,-3.8766e-07,-0.0024469
0.97986,0,0.1997,1.9732e-05,3.9468e-07,-0.0024487
0.98092,0,0.1944,1.9381e-05,3.8766e-07,-0.0024469
0.97986,0,0.1997,1.9732e-05,-3.9468e-07,-0.0024487
0.98134,0,0.19228,1.898e-05,-3.7964e-07,-0.0024449
0.98092,0,0.19441,1.898e-05,3.7964e-07,-0.0024449
0.98021,0,0.19795,1.8588e-05,-3.7181e-07,-0.0024429
0.98101,0,0.19394,1.8693e-05,3.7391e-07,-0.0024434
0.98021,0,0.19795,1.8588e-05,3.7181e-07,-0.0024429
0.98101,0,0.19394,1.8693e-05,-3.7391e-07,-0.0024434
0.98096,0,0.19421,1.8184e-05,-3.6372e-07,-0.0024409
0.98057,0,0.19619,1.8184e-05,3.6372e-07,-0.0024409
0.98034,0,0.19732,1.7792e-05,-3.5589e-07,-0.0024389
0.98085,0,0.19478,1.7792e-05,3.5589e-07,-0.0024389
0.9806,0,0.19601,1.7393e-05,-3.479e-07,-0.0024369
0.98044,0,0.19681,1.7654e-05,3.5314e-07,-0.0024382
0.9806,0,0.19601,1.7393e-05,3.479e-07,-0.0024369
0.98044,0,0.19681,1.7654e-05,-3.5314e-07,-0.0024382
0.98151,0,0.19141,1.6988e-05,-3.3981e-07,-0.0024349
0.98083,0,0.19484,1.6988e-05,3.3981e-07,-0.0024349
0.98007,0,0.19864,1.6602e-05,-3.3209e-07,-0.0024329
0.98067,0,0.19568,1.6616e-05,3.3237e-07,-0.0024329
0.98007,0,0.19864,1.6602e-05,3.3209e-07,-0.0024329
0.98067,0,0.19568,1.6616e-05,-3.3237e-07,-0.0024329
0.98134,0,0.1923,1.6207e-05,-3.2418e-07,-0.0024309
0.98118,0,0.19311,1.6207e-05,3.2418e-07,-0.0024309
0.98294,0,0.18391,1.5817e-05,-3.1638e-07,-0.0024289
0.98223,0,0.1877,1.5817e-05,3.1638e-07,-0.0024289
0.98228,0,0.18744,1.5447e-05,-3.0899e-07,-0.0024269
0.98327,0,0.18214,1.5577e-05,3.1159e-07,-0.0024276
0.98228,0,0.18744,1.5447e-05,3.0899e-07,-0.0024269
0.98327,0,0.18214,1.5577e-05,-3.1159e-07,-0.0024276
0.98298,0,0.1837,1.5059e-05,-3.0122e-07,-0.0024249
0.98232,0,0.1872,1.5059e-05,3.0122e-07,-0.0024249
0.98476,0,0.1739,1.4693e-05,-2.9389e-07,-0.0024229
0.9842,0,0.17705,1.4693e-05,2.9389e-07,-0.0024229
0.98412,0,0.17753,1.4348e-05,-2.87e-07,-0.0024209
0.98546,0,0.16988,1.4539e-05,2.9082e-07,-0.002422
0.98412,0,0.17753,1.4348e-05,2.87e-07,-0.0024209
0.98546,0,0.16988,1.4539e-05,-2.9082e-07,-0.002422
0.98472,0,0.17414,1.3969e-05,-2.7942e-07,-0.0024189
0.98365,0,0.18009,1.3969e-05,2.7942e-07,-0.0024189
0.98758,0,0.15714,1.3628e-05,-2.726e-07,-0.0024169
0.98668,0,0.16266,1.3628e-05,2.726e-07,-0.0024169
0.98651,0,0.16369,1.3323e-05,-2.665e-07,-0.0024149
0.98856,0,0.15084,1.3501e-05,2.7005e-07,-0.002416
0.98651,0,0.16369,1.3323e-05,2.665e-07,-0.0024149
0.98856,0,0.15084,1.3501e-05,-2.7005e-07,-0.002416
0.98561,0,0.16906,1.2963e-05,-2.593e-07,-0.0024129
0.98489,0,0.17316,1.2963e-05,2.593e-07,-0.0024129
0.99088,0,0.13471,1.2629e-05,-2.526e-07,-0.0024109
0.98871,0,0.14985,1.2629e-05,2.526e-07,-0.0024109
0.99154,0,0.12977,1.2387e-05,-2.4777e-07,-0.0024089
0.99275,0,0.12022,1.2462e-05,2.4927e-07,-0.0024095
0.99154,0,0.12977,1.2387e-05,2.4777e-07,-0.0024089
0.99275,0,0.12022,1.2462e-05,-2.4927e-07,-0.0024095
0.98614,0,0.16594,1.2107e-05,-2.4217e-07,-0.0024069
0.98833,0,0.1523,1.2107e-05,2.4217e-07,-0.0024069
0.98597,0,0.16693,1.174e-05,-2.3483e-07,-0.0024049
0.98488,0,0.17324,1.174e-05,2.3483e-07,-0.0024049
0.99056,0,0.1371,1.1414e-05,-2.2831e-07,-0.0024029
0.98608,0,0.1663,1.1423e-05,2.285e-07,-0.0024029
0.99056,0,0.1371,1.1414e-05,2.2831e-07,-0.0024029
0.98608,0,0.1663,1.1423e-05,-2.285e-07,-0.0024029
