"Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2"
0.91084,0,-0.41276,2.3238e-05,4.6482e-07,-0.0014265
0.91084,0,-0.41276,2.3238e-05,-4.6482e-07,-0.0014265
0.90586,0,-0.42358,2.3885e-05,-4.7778e-07,-0.0014251
0.90586,0,-0.42358,2.3885e-05,4.7778e-07,-0.0014251
0.90176,0,-0.43224,2.4164e-05,4.8334e-07,-0.0014245
0.90176,0,-0.43224,2.4164e-05,-4.8334e-07,-0.0014245
0.89848,0,-0.43901,2.4924e-05,-4.9855e-07,-0.0014229
0.89848,0,-0.43901,2.4924e-05,4.9855e-07,-0.0014229
0.89536,0,-0.44534,2.5131e-05,5.0269e-07,-0.0014225
0.89536,0,-0.44533,2.5131e-05,-5.0269e-07,-0.0014225
0.89334,0,-0.44938,2.5962e-05,-5.1932e-07,-0.0014208
0.89334,0,-0.44938,2.5962e-05,5.1932e-07,-0.0014208
0.89142,0,-0.45318,2.613e-05,5.2267e-07,-0.0014205
0.89142,0,-0.45318,2.613e-05,-5.2267e-07,-0.0014205
0.89054,0,-0.4549,2.7001e-05,-5.4009e-07,-0.0014188
0.89054,0,-0.4549,2.7001e-05,5.4009e-07,-0.0014188
0.8899,0,-0.45615,2.7148e-05,5.4303e-07,-0.0014185
0.8899,0,-0.45615,2.7148e-05,-5.4303e-07,-0.0014185
0.88995,0,-0.45605,2.804e-05,-5.6087e-07,-0.0014168
0.88995,0,-0.45605,2.804e-05,5.6087e-07,-0.0014168
0.89045,0,-0.45507,2.8172e-05,5.6351e-07,-0.0014165
0.89045,0,-0.45507,2.8172e-05,-5.6351e-07,-0.0014165
0.89153,0,-0.45296,2.9078e-05,-5.8164e-07,-0.0014147
0.89153,0,-0.45296,2.9078e-05,5.8164e-07,-0.0014147
0.89319,0,-0.44968,2.9194e-05,5.8397e-07,-0.0014145
0.89319,0,-0.44968,2.9194e-05,-5.8397e-07,-0.0014145
0.8948,0,-0.44647,3.0117e-05,-6.0241e-07,-0.0014127
0.8948,0,-0.44647,3.0117e-05,6.0241e-07,-0.0014127
0.8977,0,-0.4406,3.0194e-05,6.0395e-07,-0.0014125
0.8977,0,-0.4406,3.0194e-05,-6.0395e-07,-0.0014125
0.90005,0,-0.43579,3.1155e-05,-6.2318e-07,-0.0014105
0.90005,0,-0.43579,3.1155e-05,6.2318e-07,-0.0014105
0.90447,0,-0.42654,3.1161e-05,6.233e-07,-0.0014105
0.90447,0,-0.42654,3.1161e-05,-6.233e-07,-0.0014105
0.907,0,-0.42113,3.2078e-05,6.4164e-07,-0.0014085
0.90801,0,-0.41894,3.2078e-05,-6.4164e-07,-0.0014085
0.91021,0,-0.41414,3.2194e-05,-6.4396e-07,-0.0014083
0.91021,0,-0.41414,3.2194e-05,6.4396e-07,-0.0014083
0.99511,0,0.09876,3.2054e-05,-6.4116e-07,-0.0013125
0.9969,0,0.07871,3.2194e-05,6.4396e-07,-0.0013143
0.9929,0,0.11895,3.2054e-05,6.4116e-07,-0.0013125
0.9969,0,0.07871,3.2194e-05,-6.4396e-07,-0.0013143
0.99067,0,0.13631,3.1773e-05,6.3554e-07,-0.0013105
0.99047,0,0.13769,3.1773e-05,-6.3554e-07,-0.0013105
0.99587,0,0.090828,3.1501e-05,6.3009e-07,-0.0013085
0.9936,0,0.11291,3.1501e-05,-6.3009e-07,-0.0013085
0.99927,0,0.038105,3.1363e-05,6.2734e-07,-0.0013065
0.99857,0,0.053414,3.1363e-05,-6.2734e-07,-0.0013065
0.99987,0,0.015847,3.1317e-05,6.2642e-07,-0.0013045
0.99981,0,0.019319,3.1317e-05,-6.2642e-07,-0.0013045
0.9999,0,0.01424,3.1292e-05,6.2593e-07,-0.0013025
0.99991,0,0.013308,3.1292e-05,-6.2593e-07,-0.0013025
0.99977,0,0.021589,3.1262e-05,6.2532e-07,-0.0013005
0.99983,0,0.018381,3.1262e-05,-6.2532e-07,-0.0013005
0.99946,0,0.032767,3.1212e-05,6.2433e-07,-0.0012985
0.99946,0,0.032767,3.1212e-05,-6.2433e-07,-0.0012985
0.99892,0,0.046431,3.1129e-05,-6.2267e-07,-0.0012965
0.99912,0,0.042047,3.1155e-05,6.2318e-07,-0.0012971
0.99892,0,0.046431,3.1129e-05,6.2267e-07,-0.0012965
0.99912,0,0.042047,3.1155e-05,-6.2318e-07,-0.0012971
0.99906,0,0.043455,3.103e-05,-6.2068e-07,-0.0012945
0.99892,0,0.046478,3.103e-05,6.2068e-07,-0.0012945
0.99964,0,0.026842,3.0949e-05,-6.1906e-07,-0.0012925
0.99943,0,0.033638,3.0949e-05,6.1906e-07,-0.0012925
0.99999,0,0.0035981,3.0909e-05,-6.1826e-07,-0.0012905
0.99993,0,0.011822,3.0909e-05,6.1826e-07,-0.0012905
0.99976,0,-0.021836,3.0918e-05,-6.1845e-07,-0.0012885
0.99991,0,-0.013231,3.0918e-05,6.1845e-07,-0.0012885
0.99951,0,-0.031372,3.0979e-05,-6.1967e-07,-0.0012865
0.99952,0,-0.030905,3.0979e-05,6.1967e-07,-0.0012865
0.99979,0,-0.02065,3.1043e-05,-6.2094e-07,-0.0012845
0.99966,0,-0.026245,3.1043e-05,6.2094e-07,-0.0012845
0.99996,0,-0.0087878,3.1073e-05,-6.2154e-07,-0.0012825
0.99993,0,-0.011922,3.1073e-05,6.2154e-07,-0.0012825
0.99999,0,-0.0044944,3.1084e-05,-6.2177e-07,-0.0012805
0.99999,0,-0.005074,3.1084e-05,6.2177e-07,-0.0012805
0.99999,0,-0.0044226,3.1092e-05,-6.2193e-07,-0.0012785
0.99999,0,-0.0041687,3.1092e-05,6.2193e-07,-0.0012785
0.99999,0,-0.0053556,3.1102e-05,-6.2211e-07,-0.0012765
0.99999,0,-0.0050161,3.1102e-05,6.2211e-07,-0.0012765
0.99994,0,-0.010757,3.1113e-05,-6.2234e-07,-0.0012745
0.99997,0,-0.0082262,3.1113e-05,6.2234e-07,-0.0012745
0.99978,0,-0.021023,3.114e-05,-6.2287e-07,-0.0012725
0.99978,0,-0.021023,3.114e-05,6.2287e-07,-0.0012725
0.99958,0,-0.029073,3.1155e-05,-6.2318e-07,-0.0012719
0.99958,0,-0.029073,3.1155e-05,6.2318e-07,-0.0012719
0.9996,0,-0.028288,3.1198e-05,6.2404e-07,-0.0012705
0.9996,0,-0.028288,3.1198e-05,-6.2404e-07,-0.0012705
0.99993,0,-0.012006,3.1252e-05,6.2513e-07,-0.0012685
0.99981,0,-0.019596,3.1252e-05,-6.2513e-07,-0.0012685
0.99998,0,0.0062938,3.1261e-05,6.2531e-07,-0.0012665
1,0,0.00093943,3.1261e-05,-6.2531e-07,-0.0012665
0.99971,0,0.024157,3.1238e-05,6.2484e-07,-0.0012645
0.99984,0,0.017903,3.1238e-05,-6.2484e-07,-0.0012645
0.99926,0,0.038583,3.1177e-05,6.2362e-07,-0.0012625
0.99926,0,0.038583,3.1177e-05,-6.2362e-07,-0.0012625
0.99949,0,0.032078,3.1089e-05,-6.2186e-07,-0.0012605
0.99899,0,0.045034,3.1155e-05,6.2318e-07,-0.001262
0.99949,0,0.032078,3.1089e-05,6.2186e-07,-0.0012605
0.99899,0,0.045034,3.1155e-05,-6.2318e-07,-0.001262
0.99995,0,0.010181,3.1047e-05,-6.2102e-07,-0.0012585
0.99988,0,0.01551,3.1047e-05,6.2102e-07,-0.0012585
0.99999,0,0.0053386,3.1037e-05,-6.2083e-07,-0.0012565
0.99999,0,0.0050949,3.1037e-05,6.2083e-07,-0.0012565
0.99996,0,0.0086816,3.1026e-05,-6.2061e-07,-0.0012545
0.99997,0,0.007132,3.1026e-05,6.2061e-07,-0.0012545
0.99939,0,0.034928,3.1006e-05,-6.202e-07,-0.0012525
0.99975,0,0.02258,3.1006e-05,6.202e-07,-0.0012525
0.99545,0,0.095239,3.0911e-05,-6.1829e-07,-0.0012505
0.99746,0,0.071267,3.0911e-05,6.1829e-07,-0.0012505
0.99141,0,0.13082,3.0671e-05,-6.1349e-07,-0.0012485
0.99216,0,0.12498,3.0671e-05,6.1349e-07,-0.0012485
0.99502,0,0.099666,3.0395e-05,-6.0797e-07,-0.0012465
0.99299,0,0.11818,3.0395e-05,6.0797e-07,-0.0012465
0.99877,0,0.049568,3.0232e-05,-6.0472e-07,-0.0012444
0.99786,0,0.065355,3.0232e-05,6.0472e-07,-0.0012444
0.99952,0,0.030948,3.0164e-05,-6.0337e-07,-0.0012424
0.99948,0,0.03236,3.0164e-05,6.0337e-07,-0.0012424
0.99852,0,0.054344,3.0105e-05,-6.0218e-07,-0.0012404
0.99956,0,0.029705,3.0117e-05,6.0241e-07,-0.0012408
0.99852,0,0.054344,3.0105e-05,6.0218e-07,-0.0012404
0.99956,0,0.029705,3.0117e-05,-6.0241e-07,-0.0012408
0.99156,0,0.12965,2.9947e-05,-5.9902e-07,-0.0012384
0.99455,0,0.10424,2.9947e-05,5.9902e-07,-0.0012384
0.98786,0,0.15532,2.9633e-05,-5.9275e-07,-0.0012365
0.98789,0,0.15514,2.9633e-05,5.9275e-07,-0.0012365
0.99423,0,0.10725,2.9319e-05,-5.8645e-07,-0.0012345
0.99133,0,0.13142,2.9319e-05,5.8645e-07,-0.0012345
0.99774,0,0.067147,2.9152e-05,-5.8312e-07,-0.0012325
0.99718,0,0.075092,2.9152e-05,5.8312e-07,-0.0012325
0.99594,0,0.090058,2.9033e-05,-5.8074e-07,-0.0012304
0.99823,0,0.05939,2.9078e-05,5.8164e-07,-0.0012312
0.99594,0,0.090058,2.9033e-05,5.8074e-07,-0.0012304
0.99823,0,0.05939,2.9078e-05,-5.8164e-07,-0.0012312
0.98788,0,0.15522,2.879e-05,-5.7588e-07,-0.0012284
0.99045,0,0.13785,2.879e-05,5.7588e-07,-0.0012284
0.98926,0,0.14618,2.844e-05,-5.6888e-07,-0.0012264
0.98722,0,0.15937,2.844e-05,5.6888e-07,-0.0012264
0.99412,0,0.10831,2.8172e-05,-5.6351e-07,-0.0012244
0.9927,0,0.12065,2.8172e-05,5.6351e-07,-0.0012244
0.99256,0,0.12179,2.7977e-05,-5.5961e-07,-0.0012224
0.99529,0,0.096905,2.804e-05,5.6087e-07,-0.0012231
0.99256,0,0.12179,2.7977e-05,5.5961e-07,-0.0012224
0.99529,0,0.096905,2.804e-05,-5.6087e-07,-0.0012231
0.98624,0,0.16534,2.7682e-05,-5.5372e-07,-0.0012204
0.98784,0,0.1555,2.7682e-05,5.5372e-07,-0.0012204
0.98935,0,0.14553,2.7326e-05,-5.466e-07,-0.0012184
0.98706,0,0.16036,2.7326e-05,5.466e-07,-0.0012184
0.99104,0,0.1336,2.7063e-05,-5.4133e-07,-0.0012164
0.99123,0,0.13214,2.7063e-05,5.4133e-07,-0.0012164
0.98798,0,0.15458,2.6796e-05,-5.3599e-07,-0.0012144
0.99107,0,0.13332,2.7001e-05,5.4009e-07,-0.001216
0.98798,0,0.15458,2.6796e-05,5.3599e-07,-0.0012144
0.99107,0,0.13332,2.7001e-05,-5.4009e-07,-0.001216
0.98636,0,0.16461,2.6435e-05,-5.2877e-07,-0.0012124
0.98526,0,0.17106,2.6435e-05,5.2877e-07,-0.0012124
0.9898,0,0.14247,2.6115e-05,-5.2236e-07,-0.0012104
0.98864,0,0.15032,2.6115e-05,5.2236e-07,-0.0012104
0.98802,0,0.15432,2.5842e-05,-5.169e-07,-0.0012084
0.9908,0,0.13532,2.5962e-05,5.1932e-07,-0.0012093
0.98802,0,0.15432,2.5842e-05,5.169e-07,-0.0012084
0.9908,0,0.13532,2.5962e-05,-5.1932e-07,-0.0012093
0.98517,0,0.17158,2.5491e-05,-5.099e-07,-0.0012064
0.98509,0,0.17207,2.5491e-05,5.099e-07,-0.0012064
0.98893,0,0.14837,2.5144e-05,-5.0295e-07,-0.0012044
0.98716,0,0.15974,2.5144e-05,5.0295e-07,-0.0012044
0.98811,0,0.15374,2.4865e-05,-4.9737e-07,-0.0012024
0.99021,0,0.13957,2.4924e-05,4.9855e-07,-0.0012028
0.98811,0,0.15374,2.4865e-05,4.9737e-07,-0.0012024
0.99021,0,0.13957,2.4924e-05,-4.9855e-07,-0.0012028
0.98485,0,0.17341,2.453e-05,-4.9067e-07,-0.0012004
0.98555,0,0.16936,2.453e-05,4.9067e-07,-0.0012004
0.98861,0,0.15048,2.4169e-05,-4.8345e-07,-0.0011984
0.98646,0,0.16398,2.4169e-05,4.8345e-07,-0.0011984
0.98814,0,0.15354,2.3893e-05,-4.7792e-07,-0.0011964
0.9894,0,0.14524,2.3893e-05,4.7792e-07,-0.0011964
0.98612,0,0.16604,2.3584e-05,-4.7175e-07,-0.0011944
0.98765,0,0.15669,2.3885e-05,4.7778e-07,-0.0011964
0.98612,0,0.16604,2.3584e-05,4.7175e-07,-0.0011944
0.98765,0,0.15669,2.3885e-05,-4.7778e-07,-0.0011964
0.98812,0,0.15367,2.3217e-05,-4.6441e-07,-0.0011924
0.98594,0,0.16709,2.3217e-05,4.6441e-07,-0.0011924
0.99112,0,0.13294,2.2934e-05,-4.5874e-07,-0.0011904
0.99063,0,0.13658,2.2934e-05,4.5874e-07,-0.0011904
0.98866,0,0.15016,2.2676e-05,-4.5357e-07,-0.0011884
0.99172,0,0.12844,2.2847e-05,4.57e-07,-0.0011898
0.98866,0,0.15016,2.2676e-05,4.5357e-07,-0.0011884
0.99172,0,0.12844,2.2847e-05,-4.57e-07,-0.0011898
0.98649,0,0.16385,2.2325e-05,-4.4656e-07,-0.0011864
0.98574,0,0.16825,2.2325e-05,4.4656e-07,-0.0011864
0.99214,0,0.12512,2.2002e-05,-4.401e-07,-0.0011844
0.98982,0,0.1423,2.2002e-05,4.401e-07,-0.0011844
0.99233,0,0.12364,2.1784e-05,-4.3574e-07,-0.0011824
0.99392,0,0.1101,2.1809e-05,4.3623e-07,-0.0011826
0.99233,0,0.12364,2.1784e-05,4.3574e-07,-0.0011824
0.99392,0,0.1101,2.1809e-05,-4.3623e-07,-0.0011826
0.98662,0,0.16301,2.1512e-05,-4.3029e-07,-0.0011804
0.98884,0,0.149,2.1512e-05,4.3029e-07,-0.0011804
0.98893,0,0.14837,2.1152e-05,-4.231e-07,-0.0011784
0.98668,0,0.1627,2.1152e-05,4.231e-07,-0.0011784
0.99485,0,0.10136,2.0881e-05,-4.1768e-07,-0.0011764
0.99305,0,0.11771,2.0881e-05,4.1768e-07,-0.0011764
0.99441,0,0.10561,2.071e-05,-4.1426e-07,-0.0011744
0.99634,0,0.085524,2.077e-05,4.1546e-07,-0.0011751
0.99441,0,0.10561,2.071e-05,4.1426e-07,-0.0011744
0.99634,0,0.085524,2.077e-05,-4.1546e-07,-0.0011751
0.98744,0,0.15802,2.0458e-05,-4.0921e-07,-0.0011724
0.98993,0,0.14158,2.0458e-05,4.0921e-07,-0.0011724
0.98918,0,0.14673,2.0104e-05,-4.0213e-07,-0.0011704
0.98702,0,0.16058,2.0104e-05,4.0213e-07,-0.0011704
0.99613,0,0.087895,1.9834e-05,-3.9674e-07,-0.0011684
0.99389,0,0.11041,1.9834e-05,3.9674e-07,-0.0011684
0.99784,0,0.065713,1.9703e-05,-3.9412e-07,-0.0011664
0.99788,0,0.065063,1.9732e-05,3.9468e-07,-0.0011669
0.99784,0,0.065713,1.9703e-05,3.9412e-07,-0.0011664
0.99788,0,0.065063,1.9732e-05,-3.9468e-07,-0.0011669
0.99428,0,0.1068,1.957e-05,-3.9145e-07,-0.0011644
0.99623,0,0.08674,1.957e-05,3.9145e-07,-0.0011644
0.98891,0,0.14854,1.9314e-05,-3.8634e-07,-0.0011624
0.99048,0,0.13769,1.9314e-05,3.8634e-07,-0.0011624
0.99105,0,0.13352,1.8991e-05,-3.7988e-07,-0.0011604
0.98922,0,0.14646,1.8991e-05,3.7988e-07,-0.0011604
0.99599,0,0.089438,1.8748e-05,-3.7502e-07,-0.0011584
0.99447,0,0.10501,1.8748e-05,3.7502e-07,-0.0011584
0.99797,0,0.063637,1.8603e-05,-3.721e-07,-0.0011564
0.99733,0,0.072973,1.8693e-05,3.7391e-07,-0.0011577
0.99797,0,0.063637,1.8603e-05,3.721e-07,-0.0011564
0.99733,0,0.072973,1.8693e-05,-3.7391e-07,-0.0011577
0.99873,0,0.050405,1.8492e-05,-3.6989e-07,-0.0011544
0.99861,0,0.052787,1.8492e-05,3.6989e-07,-0.0011544
0.9993,0,0.037441,1.8396e-05,-3.6797e-07,-0.0011524
0.99909,0,0.042733,1.8396e-05,3.6797e-07,-0.0011524
0.9998,0,0.020195,1.8332e-05,-3.6668e-07,-0.0011504
0.99966,0,0.026172,1.8332e-05,3.6668e-07,-0.0011504
0.99998,0,0.0056976,1.8303e-05,-3.6611e-07,-0.0011484
0.99995,0,0.0099581,1.8303e-05,3.6611e-07,-0.0011484
0.99987,0,-0.016228,1.83e-05,-3.6605e-07,-0.0011464
0.99997,0,-0.0073954,1.83e-05,3.6605e-07,-0.0011464
0.99894,0,-0.045967,1.835e-05,-3.6706e-07,-0.0011444
0.99937,0,-0.035514,1.835e-05,3.6706e-07,-0.0011444
0.99838,0,-0.05683,1.8463e-05,-3.6932e-07,-0.0011424
0.9984,0,-0.056622,1.8463e-05,3.6932e-07,-0.0011424
0.99829,0,-0.058396,1.8578e-05,-3.7161e-07,-0.0011404
0.99829,0,-0.058396,1.8578e-05,3.7161e-07,-0.0011404
0.99813,0,-0.061142,1.8693e-05,-3.7391e-07,-0.0011385
0.99813,0,-0.061142,1.8693e-05,3.7391e-07,-0.0011385
0.9967,0,-0.081139,1.8698e-05,3.7401e-07,-0.0011384
0.99502,0,-0.099723,1.8698e-05,-3.7401e-07,-0.0011384
0.98878,0,-0.14936,1.8936e-05,-3.7878e-07,-0.0011364
0.991,0,-0.13383,1.8936e-05,3.7878e-07,-0.0011364
0.99014,0,-0.14007,1.9271e-05,-3.8546e-07,-0.0011344
0.98831,0,-0.15248,1.9271e-05,3.8546e-07,-0.0011344
0.99488,0,-0.10106,1.9528e-05,-3.9061e-07,-0.0011324
0.99344,0,-0.11436,1.9528e-05,3.9061e-07,-0.0011324
0.99309,0,-0.11736,1.9704e-05,-3.9414e-07,-0.0011304
0.99309,0,-0.11736,1.9704e-05,3.9414e-07,-0.0011304
0.98948,0,-0.14467,1.9732e-05,-3.9468e-07,-0.0011302
0.98948,0,-0.14467,1.9732e-05,3.9468e-07,-0.0011302
0.98742,0,-0.15814,1.9993e-05,3.9991e-07,-0.0011284
0.98478,0,-0.17379,1.9993e-05,-3.9991e-07,-0.0011284
0.9841,0,-0.17764,2.0379e-05,-4.0763e-07,-0.0011264
0.98302,0,-0.18351,2.0379e-05,4.0763e-07,-0.0011264
0.98276,0,-0.18488,2.0727e-05,-4.146e-07,-0.0011244
0.98276,0,-0.18488,2.0727e-05,4.146e-07,-0.0011244
0.98145,0,-0.19174,2.077e-05,-4.1546e-07,-0.0011242
0.98145,0,-0.19174,2.077e-05,4.1546e-07,-0.0011242
0.98104,0,-0.19378,2.1108e-05,4.2221e-07,-0.0011224
0.97937,0,-0.20205,2.1108e-05,-4.2221e-07,-0.0011224
0.97493,0,-0.22251,2.1538e-05,-4.3082e-07,-0.0011204
0.97493,0,-0.22251,2.1538e-05,4.3082e-07,-0.0011204
0.97152,0,-0.23698,2.1809e-05,-4.3623e-07,-0.0011193
0.97152,0,-0.23698,2.1809e-05,4.3623e-07,-0.0011193
0.9706,0,-0.24071,2.2025e-05,4.4056e-07,-0.0011184
0.97024,0,-0.24214,2.2025e-05,-4.4056e-07,-0.0011184
0.96222,0,-0.27228,2.2527e-05,-4.5061e-07,-0.0011164
0.96222,0,-0.27228,2.2527e-05,4.5061e-07,-0.0011164
0.9527,0,-0.30391,2.2847e-05,-4.57e-07,-0.0011154
0.9527,0,-0.30391,2.2847e-05,4.57e-07,-0.0011154
0.95218,0,-0.30554,2.3165e-05,4.6337e-07,-0.0011144
0.95267,0,-0.304,2.3165e-05,-4.6337e-07,-0.0011144
0.94479,0,-0.32767,2.3803e-05,-4.7613e-07,-0.0011124
0.94479,0,-0.32767,2.3803e-05,4.7613e-07,-0.0011124
0.9394,0,-0.34283,2.3885e-05,-4.7778e-07,-0.0011122
0.9394,0,-0.34283,2.3885e-05,4.7778e-07,-0.0011122
0.93797,0,-0.34673,2.4515e-05,4.9036e-07,-0.0011104
0.93797,0,-0.34673,2.4515e-05,-4.9036e-07,-0.0011104
0.93137,0,-0.36408,2.4924e-05,-4.9855e-07,-0.0011093
0.93137,0,-0.36408,2.4924e-05,4.9855e-07,-0.0011093
0.93011,0,-0.36727,2.5296e-05,5.0598e-07,-0.0011084
0.93011,0,-0.36727,2.5296e-05,-5.0598e-07,-0.0011084
0.92539,0,-0.37902,2.5962e-05,-5.1932e-07,-0.0011067
0.92539,0,-0.37902,2.5962e-05,5.1932e-07,-0.0011067
0.92304,0,-0.38471,2.6094e-05,5.2195e-07,-0.0011064
0.92571,0,-0.37823,2.6094e-05,-5.2195e-07,-0.0011064
0.92201,0,-0.38716,2.6895e-05,-5.3797e-07,-0.0011044
0.92201,0,-0.38716,2.6895e-05,5.3797e-07,-0.0011044
0.91894,0,-0.3944,2.7001e-05,-5.4009e-07,-0.0011042
0.91894,0,-0.3944,2.7001e-05,5.4009e-07,-0.0011042
0.9188,0,-0.39471,2.7737e-05,5.5482e-07,-0.0011024
0.9188,0,-0.39471,2.7737e-05,-5.5482e-07,-0.0011024
0.91684,0,-0.39925,2.804e-05,-5.6087e-07,-0.0011017
0.91684,0,-0.39925,2.804e-05,5.6087e-07,-0.0011017
0.91768,0,-0.39732,2.8605e-05,5.7218e-07,-0.0011004
0.91768,0,-0.39732,2.8605e-05,-5.7218e-07,-0.0011004
0.917,0,-0.39888,2.9078e-05,-5.8164e-07,-0.0010993
0.917,0,-0.39888,2.9078e-05,5.8164e-07,-0.0010993
0.91904,0,-0.39417,2.9475e-05,5.8958e-07,-0.0010984
0.91904,0,-0.39417,2.9475e-05,-5.8958e-07,-0.0010984
0.91932,0,-0.3935,3.0117e-05,-6.0241e-07,-0.0010969
0.91932,0,-0.3935,3.0117e-05,6.0241e-07,-0.0010969
0.92122,0,-0.38903,3.0327e-05,6.0661e-07,-0.0010964
0.92464,0,-0.38084,3.0327e-05,-6.0661e-07,-0.0010964
0.92342,0,-0.38378,3.113e-05,-6.2267e-07,-0.0010944
0.92342,0,-0.38378,3.113e-05,6.2267e-07,-0.0010944
0.92633,0,-0.37672,3.1155e-05,-6.2318e-07,-0.0010943
0.92633,0,-0.37672,3.1155e-05,6.2318e-07,-0.0010943
0.93162,0,-0.36344,3.19e-05,6.3809e-07,-0.0010924
0.93162,0,-0.36344,3.19e-05,-6.3809e-07,-0.0010924
0.9318,0,-0.36297,3.2194e-05,-6.4396e-07,-0.0010917
0.9318,0,-0.36297,3.2194e-05,6.4396e-07,-0.0010917
0.99948,0,0.032213,3.218e-05,-6.4369e-07,-0.00099836
0.9997,0,0.024393,3.2194e-05,6.4396e-07,-0.00099891
0.99919,0,0.040276,3.218e-05,6.4369e-07,-0.00099836
0.9997,0,0.024393,3.2194e-05,-6.4396e-07,-0.00099891
0.99721,0,0.074601,3.2084e-05,6.4176e-07,-0.00099636
0.99811,0,0.061473,3.2084e-05,-6.4176e-07,-0.00099636
0.99483,0,0.10154,3.1907e-05,6.3823e-07,-0.00099436
0.99551,0,0.094628,3.1907e-05,-6.3823e-07,-0.00099436
0.99606,0,0.088729,3.1689e-05,6.3387e-07,-0.00099236
0.99513,0,0.09859,3.1689e-05,-6.3387e-07,-0.00099236
0.99887,0,0.047465,3.1531e-05,6.307e-07,-0.00099036
0.998,0,0.063173,3.1531e-05,-6.307e-07,-0.00099036
0.99986,0,0.016472,3.1467e-05,6.2943e-07,-0.00098836
0.99971,0,0.024112,3.1467e-05,-6.2943e-07,-0.00098836
0.99999,0,0.004209,3.145e-05,6.2908e-07,-0.00098636
0.99998,0,0.0065199,3.145e-05,-6.2908e-07,-0.00098636
1,0,-0.0026446,3.1446e-05,6.29e-07,-0.00098436
1,0,-0.00037321,3.1446e-05,-6.29e-07,-0.00098436
0.99998,0,-0.0063281,3.1456e-05,6.292e-07,-0.00098236
0.99998,0,-0.005622,3.1456e-05,-6.292e-07,-0.00098236
0.99999,0,-0.0042631,3.147e-05,6.2948e-07,-0.00098036
0.99998,0,-0.0056487,3.147e-05,-6.2948e-07,-0.00098036
1,0,-0.00069498,3.1476e-05,6.2959e-07,-0.00097836
1,0,-0.0017863,3.1476e-05,-6.2959e-07,-0.00097836
1,0,0.0006339,3.1475e-05,6.2958e-07,-0.00097635
1,0,0.00051512,3.1475e-05,-6.2958e-07,-0.00097635
1,0,0.00044371,3.1473e-05,6.2955e-07,-0.00097435
1,0,0.0005982,3.1473e-05,-6.2955e-07,-0.00097435
1,0,0.0030065,3.1473e-05,6.2954e-07,-0.00097235
1,0,0.0016479,3.1473e-05,-6.2954e-07,-0.00097235
0.99995,0,0.010101,3.1464e-05,6.2936e-07,-0.00097035
0.99997,0,0.0072332,3.1464e-05,-6.2936e-07,-0.00097035
0.99991,0,0.013371,3.1438e-05,6.2884e-07,-0.00096835
0.99991,0,0.01317,3.1438e-05,-6.2884e-07,-0.00096835
0.99997,0,0.008184,3.1411e-05,6.283e-07,-0.00096635
0.99994,0,0.010878,3.1411e-05,-6.283e-07,-0.00096635
1,0,0.001699,3.14e-05,6.2808e-07,-0.00096435
0.99999,0,0.0035943,3.14e-05,-6.2808e-07,-0.00096435
0.99998,0,-0.0065521,3.14e-05,6.2809e-07,-0.00096235
0.99999,0,-0.0033742,3.14e-05,-6.2809e-07,-0.00096235
0.99979,0,-0.020286,3.142e-05,6.2848e-07,-0.00096035
0.99989,0,-0.015008,3.142e-05,-6.2848e-07,-0.00096035
0.99965,0,-0.026274,3.1471e-05,6.295e-07,-0.00095835
0.99966,0,-0.025919,3.1471e-05,-6.295e-07,-0.00095835
0.99986,0,-0.017026,3.1524e-05,6.3057e-07,-0.00095635
0.99976,0,-0.021829,3.1524e-05,-6.3057e-07,-0.00095635
0.99999,0,-0.005231,3.1549e-05,6.3105e-07,-0.00095435
0.99996,0,-0.0087275,3.1549e-05,-6.3105e-07,-0.00095435
1,0,0.00083216,3.1552e-05,6.3112e-07,-0.00095235
1,0,-0.00045114,3.1552e-05,-6.3112e-07,-0.00095235
1,0,0.0022845,3.1548e-05,6.3104e-07,-0.00095035
1,0,0.0022,3.1548e-05,-6.3104e-07,-0.00095035
1,0,0.0010551,3.1543e-05,6.3094e-07,-0.00094834
1,0,0.001712,3.1543e-05,-6.3094e-07,-0.00094834
1,0,-0.00020059,3.1542e-05,6.3093e-07,-0.00094634
1,0,9.8782e-05,3.1542e-05,-6.3093e-07,-0.00094634
1,0,0.0012909,3.1543e-05,6.3095e-07,-0.00094434
1,0,0.00039549,3.1543e-05,-6.3095e-07,-0.00094434
0.99986,0,0.016451,3.1539e-05,6.3086e-07,-0.00094234
0.99996,0,0.0093187,3.1539e-05,-6.3086e-07,-0.00094234
0.99868,0,0.05127,3.1492e-05,6.2992e-07,-0.00094034
0.9993,0,0.037428,3.1492e-05,-6.2992e-07,-0.00094034
0.99761,0,0.069031,3.1361e-05,6.2731e-07,-0.00093834
0.99775,0,0.067065,3.1361e-05,-6.2731e-07,-0.00093834
0.9985,0,0.054804,3.1219e-05,6.2446e-07,-0.00093634
0.9985,0,0.054804,3.1219e-05,-6.2446e-07,-0.00093634
0.99962,0,0.027467,3.1142e-05,-6.2292e-07,-0.00093434
0.99928,0,0.038014,3.1155e-05,6.2318e-07,-0.00093469
0.99962,0,0.027467,3.1142e-05,6.2292e-07,-0.00093434
0.99928,0,0.038014,3.1155e-05,-6.2318e-07,-0.00093469
0.99985,0,0.01736,3.1107e-05,-6.2222e-07,-0.00093234
